,blk_no,street,max_floor_lvl,year_completed,residential,commercial,market_hawker,miscellaneous,multistorey_carpark,precinct_pavilion,bldg_contract_town,total_dwelling_units,1room_sold,2room_sold,3room_sold,4room_sold,5room_sold,exec_sold,multigen_sold,studio_apartment_sold,1room_rental,2room_rental,3room_rental,other_room_rental,lat,lng,building,addr,postal,SUBZONE_NO,SUBZONE_N,SUBZONE_C,PLN_AREA_N,PLN_AREA_C,REGION_N,REGION_C
9470,628,YISHUN ST 61,12,1986,Y,N,N,N,N,N,YS,110,0,0,66,44,0,0,0,0,0,0,0,0,1.41807802756009,103.836957262586,NIL,628 YISHUN STREET 61 SINGAPORE 760628,760628,4,YISHUN SOUTH,YSSZ04,YISHUN,YS,NORTH REGION,NR
9471,628A,BT BATOK CTRL,6,1996,N,N,N,N,Y,N,BB,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35094537158219,103.749944637305,MULTI STOREY CAR PARK,628A BUKIT BATOK CENTRAL MULTI STOREY CAR PARK SINGAPORE 651628,651628,7,BUKIT BATOK CENTRAL,BKSZ07,BUKIT BATOK,BK,WEST REGION,WR
9472,628A,PASIR RIS DR 3,1,1994,N,N,N,N,N,Y,PRC,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37874085597264,103.941168906594,NIL,628A PASIR RIS DRIVE 3 SINGAPORE 511628,511628,2,PASIR RIS WEST,PRSZ02,PASIR RIS,PR,EAST REGION,ER
9473,628A,WOODLANDS RING RD,13,1997,Y,N,N,Y,N,N,WL,120,0,0,0,60,60,0,0,0,0,0,0,0,1.43497477389557,103.800850684514,NIL,628A WOODLANDS RING ROAD SINGAPORE 731628,731628,3,WOODLANDS EAST,WDSZ03,WOODLANDS,WD,NORTH REGION,NR
9474,628B,WOODLANDS RING RD,13,1997,Y,N,N,N,N,N,WL,134,0,0,0,74,60,0,0,0,0,0,0,0,1.43412770626454,103.800617061683,NIL,628B WOODLANDS RING ROAD SINGAPORE 732628,732628,3,WOODLANDS EAST,WDSZ03,WOODLANDS,WD,NORTH REGION,NR
9475,629,ANG MO KIO AVE 4,4,1979,Y,Y,N,N,N,N,AMK,44,0,0,34,7,0,0,0,0,0,0,2,1,1.38010465081465,103.840408680468,OCBC ASIA SQUARE TOWER 1,629 ANG MO KIO AVENUE 4 OCBC ASIA SQUARE TOWER 1 SINGAPORE 560629,560629,9,YIO CHU KANG WEST,AMSZ09,ANG MO KIO,AM,NORTH-EAST REGION,NER
9476,629,BEDOK RESERVOIR RD,11,1981,Y,N,N,Y,N,N,BD,110,0,0,0,0,58,52,0,0,0,0,0,0,1.33439907405514,103.914501165343,PCF SPARKLETOTS PRESCHOOL @ EUNOS 629 (CC),629 BEDOK RESERVOIR ROAD PCF SPARKLETOTS PRESCHOOL @ EUNOS 629 (CC) SINGAPORE 470629,470629,1,KAKI BUKIT,BDSZ01,BEDOK,BD,EAST REGION,ER
9477,629,HOUGANG AVE 8,12,1986,Y,N,N,N,N,N,HG,132,0,0,66,66,0,0,0,0,0,0,0,0,1.36995412441592,103.881217930961,NIL,629 HOUGANG AVENUE 8 SINGAPORE 530629,530629,4,HOUGANG WEST,HGSZ04,HOUGANG,HG,NORTH-EAST REGION,NER
9478,629,JURONG WEST ST 65,16,1999,Y,N,N,N,N,N,JW,85,0,0,0,0,0,85,0,0,0,0,0,0,1.34251756766153,103.699667819397,NIL,629 JURONG WEST STREET 65 SINGAPORE 640629,640629,9,JURONG WEST CENTRAL,JWSZ09,JURONG WEST,JW,WEST REGION,WR
9479,629,PASIR RIS DR 3,13,1993,Y,N,N,Y,N,N,PRC,84,0,0,0,12,72,0,0,0,0,0,0,0,1.37900666267017,103.940572426576,NIL,629 PASIR RIS DRIVE 3 SINGAPORE 510629,510629,2,PASIR RIS WEST,PRSZ02,PASIR RIS,PR,EAST REGION,ER
9480,629,SENJA RD,30,2002,Y,N,N,N,N,N,BP,233,0,0,0,121,112,0,0,0,0,0,0,0,1.38652802373559,103.759278980746,SENJA GRAND,629 SENJA ROAD SENJA GRAND SINGAPORE 670629,670629,1,SENJA,BPSZ01,BUKIT PANJANG,BP,WEST REGION,WR
9481,629,WOODLANDS RING RD,13,1997,Y,N,N,N,N,N,WL,99,0,0,0,51,48,0,0,0,0,0,0,0,1.43412645158437,103.801200901409,NIL,629 WOODLANDS RING ROAD SINGAPORE 730629,730629,3,WOODLANDS EAST,WDSZ03,WOODLANDS,WD,NORTH REGION,NR
9482,629,YISHUN ST 61,12,1986,Y,N,N,N,N,N,YS,110,0,0,66,44,0,0,0,0,0,0,0,0,1.41839680437318,103.837739340409,NIL,629 YISHUN STREET 61 SINGAPORE 760629,760629,4,YISHUN SOUTH,YSSZ04,YISHUN,YS,NORTH REGION,NR
9483,629A,JURONG WEST ST 65,5,1999,N,N,N,N,Y,N,JW,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34300095758935,103.699509332663,MULTI STOREY CAR PARK,629A JURONG WEST STREET 65 MULTI STOREY CAR PARK SINGAPORE 641629,641629,9,JURONG WEST CENTRAL,JWSZ09,JURONG WEST,JW,WEST REGION,WR
9484,629A,SENJA RD,6,2002,N,N,N,N,Y,N,BP,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3859775345712,103.758963089236,SENJA GRAND,629A SENJA ROAD SENJA GRAND SINGAPORE 671629,671629,1,SENJA,BPSZ01,BUKIT PANJANG,BP,WEST REGION,WR
9485,629B,SENJA RD,1,2003,N,N,N,N,N,Y,BP,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38603892396919,103.759386959242,SENJA GRAND,629B SENJA ROAD SENJA GRAND SINGAPORE 672629,672629,1,SENJA,BPSZ01,BUKIT PANJANG,BP,WEST REGION,WR
9486,63,C'WEALTH DR,10,1963,Y,N,N,N,N,N,QT,116,0,29,83,4,0,0,0,0,0,0,0,0,1.29882088823232,103.797091199831,COMMONWEALTH GREEN,63 COMMONWEALTH DRIVE COMMONWEALTH GREEN SINGAPORE 140063,140063,4,TANGLIN HALT,QTSZ04,QUEENSTOWN,QT,CENTRAL REGION,CR
9487,63,CHAI CHEE RD,12,1982,Y,N,N,N,N,N,BD,80,0,0,0,10,70,0,0,0,0,0,0,0,1.32606796383517,103.921449885887,PING-AN GARDENS,63 CHAI CHEE ROAD PING-AN GARDENS SINGAPORE 460063,460063,3,KEMBANGAN,BDSZ03,BEDOK,BD,EAST REGION,ER
9488,63,CIRCUIT RD,10,1965,Y,N,N,N,N,N,GL,119,0,29,88,1,0,0,0,0,0,1,0,0,1.32653264801057,103.886633644182,NIL,63 CIRCUIT ROAD SINGAPORE 370063,370063,2,MACPHERSON,GLSZ02,GEYLANG,GL,CENTRAL REGION,CR
9489,63,JLN MA'MOR,2,1959,Y,N,N,N,N,N,KWN,8,0,0,8,0,0,0,0,0,0,0,0,0,1.32856226092058,103.857482246316,NIL,63 JALAN MA'MOR SINGAPORE 320063,320063,1,BALESTIER,NVSZ01,NOVENA,NV,CENTRAL REGION,CR
9490,63,KALLANG BAHRU,13,1973,Y,Y,N,N,N,N,KWN,273,0,0,267,0,5,0,0,0,0,0,1,0,1.32100020851204,103.868321383856,NIL,63 KALLANG BAHRU SINGAPORE 330063,330063,2,GEYLANG BAHRU,KLSZ02,KALLANG,KL,CENTRAL REGION,CR
9491,63,LOR 5 TOA PAYOH,12,1966,Y,N,N,Y,N,N,TP,237,0,0,0,0,0,0,0,0,0,237,0,0,1.33615218178606,103.852029508505,NIL,63 LORONG 5 TOA PAYOH SINGAPORE 310063,310063,4,BOON TECK,TPSZ04,TOA PAYOH,TP,CENTRAL REGION,CR
9492,63,MARINE DR,14,1975,Y,N,N,N,N,N,MP,130,0,0,0,130,0,0,0,0,0,0,0,0,1.3023807015581,103.909238899358,MARINE DRIVE GARDENS,63 MARINE DRIVE MARINE DRIVE GARDENS SINGAPORE 440063,440063,3,MARINE PARADE,MPSZ03,MARINE PARADE,MP,CENTRAL REGION,CR
9493,63,NEW UPP CHANGI RD,16,1977,Y,N,N,N,N,N,BD,120,0,0,0,120,0,0,0,0,0,0,0,0,1.32378410132248,103.939938951727,NIL,63 NEW UPPER CHANGI ROAD SINGAPORE 461063,461063,6,BEDOK SOUTH,BDSZ06,BEDOK,BD,EAST REGION,ER
9494,63,SENG POH LANE,1,1937,N,Y,N,N,N,N,BM,0,0,0,0,0,0,0,0,0,0,0,0,0,1.28388267574087,103.833516220044,NIL,63 SENG POH LANE SINGAPORE 160063,160063,10,TIONG BAHRU,BMSZ10,BUKIT MERAH,BM,CENTRAL REGION,CR
9495,63,SIMS PL,19,2015,Y,N,N,Y,N,Y,GL,337,0,82,140,0,0,1,0,114,0,0,0,0,1.31659507864197,103.879545641729,GREENTOPS @ SIMS PLACE,63 SIMS PLACE GREENTOPS @ SIMS PLACE SINGAPORE 380063,380063,4,ALJUNIED,GLSZ04,GEYLANG,GL,CENTRAL REGION,CR
9496,63,TEBAN GDNS RD,25,2001,Y,N,N,N,N,N,JE,122,0,0,0,26,96,0,0,0,0,0,0,0,1.32102712835424,103.73951436112,TEBAN PLACE,63 TEBAN GARDENS ROAD TEBAN PLACE SINGAPORE 600063,600063,9,TEBAN GARDENS,JESZ09,JURONG EAST,JE,WEST REGION,WR
9497,63,TELOK BLANGAH HTS,12,1976,Y,N,N,Y,N,N,BM,152,0,0,128,22,1,1,0,0,0,0,0,0,1.27483128151468,103.810941362052,BLANGAH GARDEN,63 TELOK BLANGAH HEIGHTS BLANGAH GARDEN SINGAPORE 100063,100063,13,TELOK BLANGAH DRIVE,BMSZ13,BUKIT MERAH,BM,CENTRAL REGION,CR
9498,63,YUNG KUANG RD,21,1973,Y,Y,N,N,N,N,JW,114,0,0,0,0,0,0,0,0,0,0,114,0,1.33205938554958,103.722452881172,OCBC YUNG KUANG ROAD - FAIRPRICE,63 YUNG KUANG ROAD OCBC YUNG KUANG ROAD - FAIRPRICE SINGAPORE 610063,610063,4,TAMAN JURONG,JWSZ04,JURONG WEST,JW,WEST REGION,WR
9499,63A,LENGKOK BAHRU,30,2000,Y,Y,N,N,N,N,BM,118,0,0,0,34,84,0,0,0,0,0,0,0,1.28965100014149,103.815399530717,LENGKOK BAHRU HEIGHTS,63A LENGKOK BAHRU LENGKOK BAHRU HEIGHTS SINGAPORE 151063,151063,7,ALEXANDRA HILL,BMSZ07,BUKIT MERAH,BM,CENTRAL REGION,CR
9500,63A,TEBAN GDNS RD,5,2001,N,N,N,N,Y,N,JE,0,0,0,0,0,0,0,0,0,0,0,0,0,1.32117309678601,103.73893235112,TEBAN PLACE,63A TEBAN GARDENS ROAD TEBAN PLACE SINGAPORE 601063,601063,9,TEBAN GARDENS,JESZ09,JURONG EAST,JE,WEST REGION,WR
9501,63B,LENGKOK BAHRU,30,2000,Y,Y,N,N,N,N,BM,141,0,0,0,112,29,0,0,0,0,0,0,0,1.28907506834277,103.815318433481,LENGKOK BAHRU HEIGHTS,63B LENGKOK BAHRU LENGKOK BAHRU HEIGHTS SINGAPORE 152063,152063,7,ALEXANDRA HILL,BMSZ07,BUKIT MERAH,BM,CENTRAL REGION,CR
9502,630,ANG MO KIO AVE 4,4,1979,Y,Y,N,N,N,N,AMK,15,0,0,14,0,0,0,0,0,0,0,1,0,1.38054138917049,103.841068277331,YIO CHU KANG VIEW,630 ANG MO KIO AVENUE 4 YIO CHU KANG VIEW SINGAPORE 560630,560630,9,YIO CHU KANG WEST,AMSZ09,ANG MO KIO,AM,NORTH-EAST REGION,NER
9503,630,BEDOK RESERVOIR RD,1,2006,N,Y,Y,N,N,N,BD,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3328267867172,103.914307972878,PASAR MAKAN @ RESERVOIR,630 BEDOK RESERVOIR ROAD PASAR MAKAN @ RESERVOIR SINGAPORE 470630,470630,1,KAKI BUKIT,BDSZ01,BEDOK,BD,EAST REGION,ER
9504,630,BT BATOK CTRL,3,1990,N,Y,N,Y,N,N,BB,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35003984403803,103.749963751679,HDB BUKIT BATOK BRANCH,630 BUKIT BATOK CENTRAL HDB BUKIT BATOK BRANCH SINGAPORE 650630,650630,7,BUKIT BATOK CENTRAL,BKSZ07,BUKIT BATOK,BK,WEST REGION,WR
9505,630,HOUGANG AVE 8,13,1986,Y,Y,N,Y,N,N,HG,120,0,0,0,78,42,0,0,0,0,0,0,0,1.37028550123907,103.881064208977,NIL,630 HOUGANG AVENUE 8 SINGAPORE 530630,530630,4,HOUGANG WEST,HGSZ04,HOUGANG,HG,NORTH-EAST REGION,NER
9506,630,JURONG WEST ST 65,16,1999,Y,N,N,Y,N,N,JW,85,0,0,0,0,0,85,0,0,0,0,0,0,1.34266182765453,103.700208801281,NIL,630 JURONG WEST STREET 65 SINGAPORE 640630,640630,9,JURONG WEST CENTRAL,JWSZ09,JURONG WEST,JW,WEST REGION,WR
9507,630,PASIR RIS DR 3,13,1993,Y,N,N,Y,N,N,PRC,72,0,0,0,0,72,0,0,0,0,0,0,0,1.3783821527515,103.941096778597,NIL,630 PASIR RIS DRIVE 3 SINGAPORE 510630,510630,2,PASIR RIS WEST,PRSZ02,PASIR RIS,PR,EAST REGION,ER
9508,630,SENJA RD,30,2002,Y,N,N,Y,N,N,BP,234,0,0,0,122,112,0,0,0,0,0,0,0,1.38668548319749,103.759758915377,SENJA GRAND,630 SENJA ROAD SENJA GRAND SINGAPORE 670630,670630,1,SENJA,BPSZ01,BUKIT PANJANG,BP,WEST REGION,WR
9509,630,WOODLANDS RING RD,13,1997,Y,N,N,N,N,N,WL,124,0,0,0,64,60,0,0,0,0,0,0,0,1.43459740049636,103.801501088314,NIL,630 WOODLANDS RING ROAD SINGAPORE 730630,730630,3,WOODLANDS EAST,WDSZ03,WOODLANDS,WD,NORTH REGION,NR
9510,630,YISHUN ST 61,12,1986,Y,Y,N,N,N,N,YS,132,0,0,66,66,0,0,0,0,0,0,0,0,1.41801913333461,103.837784321062,NIL,630 YISHUN STREET 61 SINGAPORE 760630,760630,4,YISHUN SOUTH,YSSZ04,YISHUN,YS,NORTH REGION,NR
9511,630A,WOODLANDS RING RD,5,1998,N,Y,N,N,Y,N,WL,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43509447552281,103.801196428683,NIL,630A WOODLANDS RING ROAD SINGAPORE 731630,731630,3,WOODLANDS EAST,WDSZ03,WOODLANDS,WD,NORTH REGION,NR
9512,631,ANG MO KIO AVE 4,11,1979,Y,Y,N,N,N,N,AMK,200,0,0,179,19,1,1,0,0,0,0,0,0,1.3795572819161,103.840735651035,YIO CHU KANG VIEW,631 ANG MO KIO AVENUE 4 YIO CHU KANG VIEW SINGAPORE 560631,560631,9,YIO CHU KANG WEST,AMSZ09,ANG MO KIO,AM,NORTH-EAST REGION,NER
9513,631,BEDOK RESERVOIR RD,3,1982,Y,Y,N,N,N,N,BD,58,0,0,52,6,0,0,0,0,0,0,0,0,1.33295873271663,103.914941831215,OCBC BEDOK RESERVOIR RD - 7 ELEVEN,631 BEDOK RESERVOIR ROAD OCBC BEDOK RESERVOIR RD - 7 ELEVEN SINGAPORE 470631,470631,1,KAKI BUKIT,BDSZ01,BEDOK,BD,EAST REGION,ER
9514,631,BT BATOK CTRL,5,1989,N,N,N,N,Y,N,BB,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34971948024642,103.750968656542,BUKIT BATOK BUS INTERCHANGE,631 BUKIT BATOK CENTRAL BUKIT BATOK BUS INTERCHANGE SINGAPORE 650631,650631,7,BUKIT BATOK CENTRAL,BKSZ07,BUKIT BATOK,BK,WEST REGION,WR
9515,631,CHOA CHU KANG NTH 6,14,1996,Y,N,N,N,N,N,CCK,73,0,0,0,60,0,13,0,0,0,0,0,0,1.39660961102945,103.748105174635,NIL,631 CHOA CHU KANG NORTH 6 SINGAPORE 680631,680631,6,YEW TEE,CKSZ06,CHOA CHU KANG,CK,WEST REGION,WR
9516,631,HOUGANG AVE 8,13,1985,Y,Y,N,N,N,N,HG,112,0,0,111,0,1,0,0,0,0,0,0,0,1.37066202441709,103.881676255416,OCBC HOUGANG AVE 8 - CHEERS,631 HOUGANG AVENUE 8 OCBC HOUGANG AVE 8 - CHEERS SINGAPORE 530631,530631,4,HOUGANG WEST,HGSZ04,HOUGANG,HG,NORTH-EAST REGION,NER
9517,631,JURONG WEST ST 65,16,1999,Y,N,N,Y,N,N,JW,135,0,0,0,45,90,0,0,0,0,0,0,0,1.34305787272076,103.700135365261,PCF SPARKLETOTS PRESCHOOL @ BOON LAY BLK 631 (KN),631 JURONG WEST STREET 65 PCF SPARKLETOTS PRESCHOOL @ BOON LAY BLK 631 (KN) SINGAPORE 640631,640631,9,JURONG WEST CENTRAL,JWSZ09,JURONG WEST,JW,WEST REGION,WR
9518,631,PASIR RIS DR 3,13,1993,Y,Y,N,N,N,N,PRC,124,0,0,0,100,24,0,0,0,0,0,0,0,1.37884921207101,103.940179965915,HDB PUBLIC SHELTERS,631 PASIR RIS DRIVE 3 HDB PUBLIC SHELTERS SINGAPORE 510631,510631,2,PASIR RIS WEST,PRSZ02,PASIR RIS,PR,EAST REGION,ER
9519,631,SENJA RD,30,2002,Y,N,N,Y,N,N,BP,232,0,0,0,121,111,0,0,0,0,0,0,0,1.38662658656793,103.760257710151,SENJA GRAND,631 SENJA ROAD SENJA GRAND SINGAPORE 670631,670631,1,SENJA,BPSZ01,BUKIT PANJANG,BP,WEST REGION,WR
9520,631,WOODLANDS RING RD,13,1997,Y,N,N,Y,N,N,WL,96,0,0,0,36,60,0,0,0,0,0,0,0,1.4353213863108,103.80139895983,NIL,631 WOODLANDS RING ROAD SINGAPORE 730631,730631,3,WOODLANDS EAST,WDSZ03,WOODLANDS,WD,NORTH REGION,NR
9521,631,YISHUN ST 61,4,1986,Y,N,N,N,N,N,YS,24,0,0,10,6,2,6,0,0,0,0,0,0,1.41835313714077,103.838412790486,NIL,631 YISHUN STREET 61 SINGAPORE 760631,760631,4,YISHUN SOUTH,YSSZ04,YISHUN,YS,NORTH REGION,NR
9522,631A,JURONG WEST ST 65,1,2000,N,N,N,N,N,Y,JW,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34338481290269,103.699825869157,NIL,631A JURONG WEST STREET 65 SINGAPORE 641631,641631,9,JURONG WEST CENTRAL,JWSZ09,JURONG WEST,JW,WEST REGION,WR
9523,631A,PASIR RIS DR 3,6,1993,N,N,N,N,Y,N,PRC,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37936772163732,103.940209624494,MULTI STOREY CAR PARK,631A PASIR RIS DRIVE 3 MULTI STOREY CAR PARK SINGAPORE 511631,511631,2,PASIR RIS WEST,PRSZ02,PASIR RIS,PR,EAST REGION,ER
9524,632,ANG MO KIO AVE 4,4,1979,Y,Y,N,N,N,N,AMK,27,0,0,24,3,0,0,0,0,0,0,0,0,1.37992682002036,103.84143237207,YIO CHU KANG VIEW,632 ANG MO KIO AVENUE 4 YIO CHU KANG VIEW SINGAPORE 560632,560632,9,YIO CHU KANG WEST,AMSZ09,ANG MO KIO,AM,NORTH-EAST REGION,NER
9525,632,BEDOK RESERVOIR RD,3,1982,Y,Y,N,N,N,N,BD,55,0,0,44,9,0,0,0,0,0,0,2,0,1.33205052569764,103.914146202298,OCBC BEDOK RESERVOIR RD - MCDONALDS,632 BEDOK RESERVOIR ROAD OCBC BEDOK RESERVOIR RD - MCDONALDS SINGAPORE 470632,470632,1,KAKI BUKIT,BDSZ01,BEDOK,BD,EAST REGION,ER
9526,632,BT BATOK CTRL,2,1989,N,Y,N,N,N,N,BB,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34941218319846,103.750538659696,NIL,632 BUKIT BATOK CENTRAL SINGAPORE 650632,650632,7,BUKIT BATOK CENTRAL,BKSZ07,BUKIT BATOK,BK,WEST REGION,WR
9527,632,CHOA CHU KANG NTH 6,18,1996,Y,N,N,N,N,N,CCK,106,0,0,0,0,104,2,0,0,0,0,0,0,1.39669111215807,103.748579728146,NIL,632 CHOA CHU KANG NORTH 6 SINGAPORE 680632,680632,6,YEW TEE,CKSZ06,CHOA CHU KANG,CK,WEST REGION,WR
9528,632,HOUGANG AVE 8,9,1986,Y,N,N,Y,N,N,HG,112,0,0,80,32,0,0,0,0,0,0,0,0,1.37056742335694,103.880591938862,PCF SPARKLETOTS PRESCHOOL @ ANG MO KIO-HOUGANG BLK 632 (KN),632 HOUGANG AVENUE 8 PCF SPARKLETOTS PRESCHOOL @ ANG MO KIO-HOUGANG BLK 632 (KN) SINGAPORE 530632,530632,4,HOUGANG WEST,HGSZ04,HOUGANG,HG,NORTH-EAST REGION,NER
9529,632,JURONG WEST ST 65,16,2000,Y,N,N,N,N,N,JW,138,0,0,0,48,90,0,0,0,0,0,0,0,1.34395708826043,103.69981557618,NIL,632 JURONG WEST STREET 65 SINGAPORE 640632,640632,9,JURONG WEST CENTRAL,JWSZ09,JURONG WEST,JW,WEST REGION,WR
9530,632,PASIR RIS DR 3,13,1993,Y,N,N,N,N,N,PRC,84,0,0,0,60,24,0,0,0,0,0,0,0,1.37863961678247,103.939853922321,NIL,632 PASIR RIS DRIVE 3 SINGAPORE 510632,510632,2,PASIR RIS WEST,PRSZ02,PASIR RIS,PR,EAST REGION,ER
9531,632,SENJA RD,5,2012,N,N,N,N,Y,N,BP,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38470704104184,103.758748217134,SENJA GREEN,632 SENJA ROAD SENJA GREEN SINGAPORE 670632,670632,1,SENJA,BPSZ01,BUKIT PANJANG,BP,WEST REGION,WR
9532,632,VEERASAMY RD,25,1984,Y,N,N,N,N,N,CT,96,0,0,9,73,14,0,0,0,0,0,0,0,1.30606601392047,103.854501603493,ROWELL COURT,632 VEERASAMY ROAD ROWELL COURT SINGAPORE 200632,200632,2,LITTLE INDIA,RCSZ02,ROCHOR,RC,CENTRAL REGION,CR
9533,632,WOODLANDS RING RD,12,1998,Y,N,N,N,N,N,WL,113,0,0,0,47,66,0,0,0,0,0,0,0,1.43580424262987,103.801841686021,NIL,632 WOODLANDS RING ROAD SINGAPORE 730632,730632,3,WOODLANDS EAST,WDSZ03,WOODLANDS,WD,NORTH REGION,NR
9534,632,YISHUN ST 61,12,1987,Y,Y,N,N,N,N,YS,64,0,0,22,22,0,0,20,0,0,0,0,0,1.41856736783462,103.839186937262,NIL,632 YISHUN STREET 61 SINGAPORE 760632,760632,4,YISHUN SOUTH,YSSZ04,YISHUN,YS,NORTH REGION,NR
9535,632A,ANG MO KIO AVE 4,1,1980,N,Y,N,N,N,N,AMK,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37949064796667,103.841482597183,NIL,632A ANG MO KIO AVENUE 4 SINGAPORE 561632,561632,9,YIO CHU KANG WEST,AMSZ09,ANG MO KIO,AM,NORTH-EAST REGION,NER
9536,632A,CHOA CHU KANG NTH 6,1,1998,N,Y,N,N,N,N,CCK,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39683952405394,103.748917010313,HDB PUBLIC SHELTERS,632A CHOA CHU KANG NORTH 6 HDB PUBLIC SHELTERS SINGAPORE 681632,681632,6,YEW TEE,CKSZ06,CHOA CHU KANG,CK,WEST REGION,WR
9537,632A,PUNGGOL DR,17,2006,Y,N,N,N,N,N,PG,63,0,0,0,63,0,0,0,0,0,0,0,0,1.40069547828802,103.913340040874,EDGEDALE GREEN,632A PUNGGOL DRIVE EDGEDALE GREEN SINGAPORE 821632,821632,5,WATERWAY EAST,PGSZ05,PUNGGOL,PG,NORTH-EAST REGION,NER
9538,632A,SENJA RD,11,2011,Y,N,N,Y,N,N,BP,163,0,0,0,0,0,0,0,0,109,54,0,0,1.38541445977563,103.758030964055,PCF SPARKLETOTS PRESCHOOL @ ZHENGHUA 632A (CC),632A SENJA ROAD PCF SPARKLETOTS PRESCHOOL @ ZHENGHUA 632A (CC) SINGAPORE 671632,671632,1,SENJA,BPSZ01,BUKIT PANJANG,BP,WEST REGION,WR
9539,632B,PUNGGOL DR,17,2006,Y,N,N,N,N,N,PG,63,0,0,0,63,0,0,0,0,0,0,0,0,1.40084327296158,103.913134667895,EDGEDALE GREEN,632B PUNGGOL DRIVE EDGEDALE GREEN SINGAPORE 822632,822632,5,WATERWAY EAST,PGSZ05,PUNGGOL,PG,NORTH-EAST REGION,NER
9540,632B,SENJA RD,14,2011,Y,N,N,N,N,N,BP,134,0,0,0,0,0,0,0,0,114,20,0,0,1.38435505759578,103.759032770375,SENJA GREEN,632B SENJA ROAD SENJA GREEN SINGAPORE 672632,672632,1,SENJA,BPSZ01,BUKIT PANJANG,BP,WEST REGION,WR
9541,632C,PUNGGOL DR,14,2006,Y,N,N,N,N,N,PG,51,0,0,0,51,0,0,0,0,0,0,0,0,1.40099011670965,103.912928182723,EDGEDALE GREEN,632C PUNGGOL DRIVE EDGEDALE GREEN SINGAPORE 823632,823632,5,WATERWAY EAST,PGSZ05,PUNGGOL,PG,NORTH-EAST REGION,NER
9542,633,ANG MO KIO AVE 6,12,1979,Y,N,N,Y,N,N,AMK,173,0,0,137,33,0,3,0,0,0,0,0,0,1.38120608763856,103.842251233005,YIO CHU KANG HEIGHTS,633 ANG MO KIO AVENUE 6 YIO CHU KANG HEIGHTS SINGAPORE 560633,560633,9,YIO CHU KANG WEST,AMSZ09,ANG MO KIO,AM,NORTH-EAST REGION,NER
9543,633,BEDOK RESERVOIR RD,15,1992,Y,N,N,N,N,N,BD,56,0,0,0,0,0,56,0,0,0,0,0,0,1.33038893767295,103.905220931674,EUNOS TENAGA VILLE,633 BEDOK RESERVOIR ROAD EUNOS TENAGA VILLE SINGAPORE 410633,410633,1,KAKI BUKIT,BDSZ01,BEDOK,BD,EAST REGION,ER
9544,633,BT BATOK CTRL,2,1989,N,Y,N,N,N,N,BB,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34915709980563,103.751134497377,NIL,633 BUKIT BATOK CENTRAL SINGAPORE 650633,650633,7,BUKIT BATOK CENTRAL,BKSZ07,BUKIT BATOK,BK,WEST REGION,WR
9545,633,CHOA CHU KANG NTH 6,18,1996,Y,N,N,N,N,N,CCK,112,0,0,0,0,108,4,0,0,0,0,0,0,1.39669074814578,103.749255216403,NIL,633 CHOA CHU KANG NORTH 6 SINGAPORE 680633,680633,6,YEW TEE,CKSZ06,CHOA CHU KANG,CK,WEST REGION,WR
9546,633,HOUGANG AVE 8,9,1986,Y,N,N,N,N,N,HG,72,0,0,0,0,0,72,0,0,0,0,0,0,1.36982607247094,103.879317363374,NIL,633 HOUGANG AVENUE 8 SINGAPORE 530633,530633,4,HOUGANG WEST,HGSZ04,HOUGANG,HG,NORTH-EAST REGION,NER
9547,633,JURONG WEST ST 65,16,2000,Y,N,N,N,N,N,JW,138,0,0,0,48,90,0,0,0,0,0,0,0,1.34326081308615,103.69933430697,NIL,633 JURONG WEST STREET 65 SINGAPORE 640633,640633,9,JURONG WEST CENTRAL,JWSZ09,JURONG WEST,JW,WEST REGION,WR
9548,633,PASIR RIS DR 3,13,1993,Y,N,N,N,N,N,PRC,128,0,0,0,104,24,0,0,0,0,0,0,0,1.37800945142578,103.940686625895,NIL,633 PASIR RIS DRIVE 3 SINGAPORE 510633,510633,2,PASIR RIS WEST,PRSZ02,PASIR RIS,PR,EAST REGION,ER
9549,633,PUNGGOL DR,1,2006,N,N,N,N,N,N,PG,0,0,0,0,0,0,0,0,0,0,0,0,0,1.40081456482931,103.913561646106,EDGEDALE GREEN,633 PUNGGOL DRIVE EDGEDALE GREEN SINGAPORE 820633,820633,5,WATERWAY EAST,PGSZ05,PUNGGOL,PG,NORTH-EAST REGION,NER
